project,codigo,fecha_encuesta,nombre_del_evaluador,genero_del_evaluador,interview_modality,nacionalidad,gender,follow_up,hh_language,document,interview_language,children,seniors,dependents,adults,time_in_country,date_of_arrival,d1a_housing_score,d1b_rent_score,d2_food_score,d3_education_score,d4_healthcare_score,d5_health_status_score,d6_safety_score,d7_employment_score,d8_fin_resources_score,d9_assistance_score,d10_debt_score,d11_savings_score,d12a_fin_soc_cap_score,d12b_rel_soc_cap_score,d12_average_score,group_a_total_score,d2_weighted_score,d5_weighted_score,d9_weighted_score,group_b_total_score,hh_sri_total_score,uuid,program_type,count,position,days_since_pre,measure_prop,in_program,fecha_post,sri_post,time_period,sri_change
caminando,ec0092813,2022-04-26T00:00:00Z,juan haro,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,1,3,1,1 - 3 Years,2019-11-28T00:00:00Z,4,3,3,5,0,3,5,2,3,5,3,1,1,1,1,3,0.3,0,0,0.3,2.7,57327dfa-b816-417c-83e5-ed13d76a1629,NA,2,1,0,0.5,TRUE,2022-05-11T00:00:00Z,2.7777777777777777,15,0.0777777777777775
caminando,ec0092814,2022-04-27T00:00:00Z,juan haro,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Otro / No aplica,Español,4,0,4,2,1 - 3 Years,2021-12-07T00:00:00Z,4,1,5,3,3,3,5,2,3,2,3,1,1,5,3,2.8,0,0,0.6000000000000001,0.6000000000000001,2.1999999999999997,81cab5ec-5156-4c38-8b42-4f53ea922f7c,NA,2,1,0,0.5,TRUE,2022-05-10T00:00:00Z,2.7111111111111112,13,0.5111111111111115
caminando,ec0092838,2022-04-23T00:00:00Z,juan haro,Masculino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,> 5 Years,2022-04-23T00:00:00Z,4,0,3,5,3,1,1,5,5,5,5,1,1,3,2,3.4444444444444446,0.3,0.2,0,0.5,2.9444444444444446,1964965b-405c-4277-953c-d97f81a3b083,NA,2,1,0,0.5,TRUE,2022-05-09T00:00:00Z,2.8,16,-0.14444444444444482
caminando,ec0093182,2022-04-27T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-08-15T00:00:00Z,5,1,3,5,3,1,5,5,3,2,3,1,1,5,3,3.4,0.3,0.2,0.6000000000000001,1.1,2.3,3c971681-a2ef-408f-9c3c-e8f01536d8f7,NA,2,1,0,0.5,TRUE,2022-05-10T00:00:00Z,2,13,-0.2999999999999998
caminando,ec0093240,2022-05-11T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-09-09T00:00:00Z,4,3,5,1,1,3,5,2,3,3,3,1,5,5,5,2.8,0,0,0.4,0.4,2.4,35ff982c-b5ea-4768-b36c-ec55dfe9d6ae,NA,2,1,0,0.5,TRUE,2022-05-25T00:00:00Z,3,14,0.6000000000000001
caminando,ec0093268,2022-04-23T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,1,NA,4,3,< 1 Year,2022-02-03T00:00:00Z,3,0,5,5,5,3,3,1,1,3,5,1,5,3,4,3.111111111111111,0,0,0.4,0.4,2.7111111111111112,16b3c8f2-cfd4-4b01-a404-ad8d527ed7d6,NA,2,1,0,0.5,TRUE,2022-06-02T00:00:00Z,2,40,-0.7111111111111112
caminando,ec0093439,2022-04-24T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,1,3,2,NA,NA,4,0,5,5,3,2,3,1,1,3,3,1,1,3,2,2.5555555555555554,0,0.1,0.4,0.5,2.0555555555555554,f60abeac-ab43-40bc-95fc-b1920a9e5266,NA,2,1,0,0.5,TRUE,2022-05-11T00:00:00Z,2.9555555555555553,17,0.8999999999999999
caminando,ec0093542,2022-05-11T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Tarjeta de identidad,Español,2,0,2,NA,< 1 Year,2021-06-03T00:00:00Z,4,3,3,5,3,3,3,3,5,3,3,1,1,1,1,3.1,0.3,0,0.4,0.7,2.4000000000000004,742a2626-fd1a-45df-8471-062d6064679b,NA,2,1,0,0.5,TRUE,2022-06-02T00:00:00Z,2.011111111111111,22,-0.3888888888888893
caminando,ec0093963,2022-05-18T00:00:00Z,andreina sevillano,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,> 5 Years,NA,4,0,3,5,3,3,3,5,1,5,5,1,1,1,1,3.111111111111111,0.3,0,0,0.3,2.8111111111111113,069596bd-1297-484a-9462-212642111155,NA,2,1,0,0.5,TRUE,2022-06-14T00:00:00Z,2.2888888888888888,27,-0.5222222222222226
integra,integra110,2021-07-23T00:00:00Z,mayra samaniego,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,2,NA,3,1,< 1 Year,2019-04-01T00:00:00Z,5,3,3,0,3,3,3,2,5,3,3,1,5,1,3,3.111111111111111,0.3,0,0.4,0.7,2.4111111111111114,4a3f26e5-d97b-414c-9f2d-642d900b6046,NA,2,1,0,0.5,TRUE,2022-04-22T00:00:00Z,4,273,1.5888888888888886
integra,integra113,2021-12-21T00:00:00Z,lorena iniguez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,1 – 3 Years,2019-02-04T00:00:00Z,4,3,5,5,3,3,3,2,5,5,5,1,5,5,5,3.6,0,0,0,0,3.6,0aae89af-3c79-4556-9b0e-442574e6d626,NA,2,1,0,0.5,TRUE,2022-04-21T00:00:00Z,4.199999999999999,121,0.5999999999999992
integra,integra118,2021-07-28T00:00:00Z,mayra samaniego,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,1,NA,1,1,< 1 Year,2019-08-03T00:00:00Z,4,5,3,5,3,3,3,3,3,2,5,1,1,1,1,3.3,0.3,0,0.6000000000000001,0.9000000000000001,2.3999999999999995,32f585d0-25c4-4425-9324-881e784c5833,NA,3,1,0,0.3333333333333333,TRUE,2022-04-25T00:00:00Z,2.6,271,0.20000000000000062
integra,integra120,2021-10-27T00:00:00Z,lorena iniguez,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 – 3 Years,2021-10-27T00:00:00Z,4,5,3,5,5,3,3,2,5,5,3,1,5,3,4,3.7,0.3,0,0,0.3,3.4000000000000004,acb6de41-c3b2-46f5-9d40-c6a1d4e871dc,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,4.300000000000001,188,0.9000000000000004
integra,integra121,2021-11-22T00:00:00Z,lorena iniguez,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Pasaporte,NA,1,0,1,1,1 – 3 Years,2019-07-18T00:00:00Z,4,5,3,5,3,3,3,2,5,5,3,3,5,5,5,3.8,0.3,0,0,0.3,3.5,a855c51a-8653-4286-9cf5-f2b2f5bb5db2,NA,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,4.1,147,0.5999999999999996
integra,integra123,2021-07-22T00:00:00Z,janeth poma,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,0,0,1,2,< 1 Year,2021-07-22T00:00:00Z,5,3,5,0,3,1,3,2,5,5,3,1,1,3,2,3,0,0.2,0,0.2,2.8,b52813c2-614b-4eb3-9a96-f1c30a650209,NA,3,1,0,0.3333333333333333,TRUE,2022-04-21T00:00:00Z,3.4,273,0.6000000000000001
integra,integra127,2021-10-13T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,"Otras Visas (profesional, estudiante, etc)",Español,0,NA,2,3,1 – 3 Years,NA,4,5,5,3,1,1,3,2,5,5,5,1,1,3,2,3.1,0,0.2,0,0.2,2.9,4cd3baed-dc80-4e7c-af5f-e727d0a4b32c,NA,2,1,0,0.5,TRUE,2022-04-19T00:00:00Z,4.199999999999999,188,1.2999999999999994
integra,integra141,2021-07-25T00:00:00Z,maria esther gonzalez,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,NA,2,2,3 – 5 Years,NA,1,0,5,0,3,2,1,1,5,5,5,1,1,1,1,2.25,0,0.1,0,0.1,2.15,9fa3069f-67f1-4467-bee4-a0d5607d0d7e,NA,2,1,0,0.5,TRUE,2022-04-13T00:00:00Z,3.6777777777777776,262,1.5277777777777777
integra,integra142,2021-07-23T00:00:00Z,maria esther gonzalez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,1,0,1,1,1 – 3 Years,2018-05-03T00:00:00Z,4,3,5,5,3,2,3,2,5,5,3,1,5,1,3,3.2,0,0.1,0,0.1,3.1,39152dc7-775c-4e0a-ba4d-3fe0155e6cf4,NA,2,1,0,0.5,TRUE,2022-04-13T00:00:00Z,3.4,264,0.2999999999999998
integra,integra143,2021-07-22T00:00:00Z,mayra samaniego,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte Visa Humanitaria,Español,1,0,1,1,< 1 Year,2016-12-11T00:00:00Z,5,1,3,5,3,3,3,2,3,5,3,1,5,1,3,2.9,0.3,0,0,0.3,2.6,511575f5-9f5d-4c24-bb86-61484a94edd9,NA,3,1,0,0.3333333333333333,TRUE,2021-12-22T00:00:00Z,3.4444444444444446,153,0.8444444444444446
integra,integra146,2021-10-28T00:00:00Z,lorena iniguez,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2020-11-29T00:00:00Z,4,5,3,1,5,3,3,2,5,5,5,1,5,5,5,3.6,0.3,0,0,0.3,3.3000000000000003,229e294f-dfc6-4efe-aa2f-c581ae284175,NA,2,1,0,0.5,TRUE,2022-04-25T00:00:00Z,3.6,179,0.2999999999999998
integra,integra15,2021-10-20T00:00:00Z,lorena iniguez,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,3,> 5 Years,2021-10-20T00:00:00Z,4,5,3,5,5,3,3,3,3,5,2,1,5,3,4,3.5,0.3,0,0,0.3,3.2,9a4a5bcd-aefa-47a6-a53c-a5637fdbbef8,NA,2,1,0,0.5,TRUE,2022-04-25T00:00:00Z,3.8,187,0.5999999999999996
integra,integra150,2021-07-22T00:00:00Z,mayra samaniego,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,1,NA,1,1,< 1 Year,2018-09-05T00:00:00Z,5,5,3,5,3,3,3,2,5,3,3,1,5,3,4,3.6,0.3,0,0.4,0.7,2.9000000000000004,4e578544-55b0-49a1-b681-5caeed3a5e8b,NA,2,1,0,0.5,TRUE,2021-11-22T00:00:00Z,2.2,123,-0.7000000000000002
integra,integra156,2021-07-28T00:00:00Z,lorena iniguez,Femenino,Presencial,Venezolana,Femenino,NA,Español,Pasaporte,Español,3,0,3,2,< 1 Year,2021-07-28T00:00:00Z,5,3,3,5,3,3,3,2,3,3,3,3,5,5,5,3.5,0.3,0,0.4,0.7,2.8,7e11d4b3-1f43-4d20-a690-7d5466c0ab36,NA,3,1,0,0.3333333333333333,TRUE,2022-04-25T00:00:00Z,4.1,271,1.2999999999999998
integra,integra161,2021-10-06T00:00:00Z,lorena iniguez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 – 3 Years,2017-07-21T00:00:00Z,5,3,3,5,3,3,3,3,5,2,3,1,5,3,4,3.5,0.3,0,0.6000000000000001,0.9000000000000001,2.5999999999999996,7ba1b715-e055-44f3-969e-4976874d760a,NA,2,1,0,0.5,TRUE,2022-04-26T00:00:00Z,3.6,202,1.0000000000000004
integra,integra176,2021-09-15T00:00:00Z,lorena iniguez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,< 1 Year,2019-07-06T00:00:00Z,4,5,3,5,0,3,3,3,3,3,3,1,5,3,4,3.4444444444444446,0.3,0,0.4,0.7,2.7444444444444445,a8c0a623-be1d-4238-8320-350f7517fcbb,NA,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,4.3,233,1.5555555555555554
integra,integra178,2021-07-22T00:00:00Z,marcia lorena iniguez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,1,2,3,2,< 1 Year,2018-05-18T00:00:00Z,4,3,2,5,5,3,5,2,1,3,3,1,5,3,4,3.3,0.44999999999999996,0,0.4,0.85,2.4499999999999997,6da9d94f-1725-4968-9a17-d9ddcafa7a13,NA,3,1,0,0.3333333333333333,TRUE,2022-04-18T00:00:00Z,4,270,1.5500000000000003
integra,integra181,2022-05-12T00:00:00Z,mariuxi carranza,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,NA,1,1,2,3,NA,NA,3,0,5,5,3,1,3,2,5,5,3,1,1,3,2,3,0,0.2,0,0.2,2.8,1dba38b2-6706-45bd-bef0-2fc032414191,NA,2,1,0,0.5,TRUE,2022-05-19T00:00:00Z,2.5666666666666664,7,-0.2333333333333334
integra,integra186,2021-10-20T00:00:00Z,gisel benavides,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,0,0,0,3,NA,NA,4,0,5,1,3,3,3,2,3,5,5,1,5,5,5,3,0,0,0,0,3,f50c1dae-1759-44bf-8422-252ec71c7099,NA,2,1,0,0.5,TRUE,2022-04-19T00:00:00Z,3.85,181,0.8500000000000001
integra,integra188,2021-10-21T00:00:00Z,lorena iniguez,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,> 5 Years,2021-10-21T00:00:00Z,4,5,3,5,5,3,3,3,5,5,3,1,5,3,4,3.8,0.3,0,0,0.3,3.5,981a7ce8-3300-4e67-9909-b7a964d50531,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,4.3,194,0.7999999999999998
integra,integra189,2022-05-11T00:00:00Z,mariuxi carranza,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,3,5,1,NA,NA,3,0,5,3,3,2,3,2,5,5,3,1,1,3,2,2.7777777777777777,0,0.1,0,0.1,2.6777777777777776,4c0d6ac5-b3e1-4ae6-8e68-e51a61862054,NA,2,1,0,0.5,TRUE,2022-05-24T00:00:00Z,2.9,13,0.22222222222222232
integra,integra191,2022-05-16T00:00:00Z,mariuxi carranza,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,NA,3,1,NA,2022-05-16T00:00:00Z,4,3,5,5,3,2,3,2,5,5,3,1,1,3,2,3.1,0,0.1,0,0.1,3,e71046eb-b76e-469f-b584-a89f980a95ee,NA,2,1,0,0.5,TRUE,2022-05-23T00:00:00Z,3,7,0
integra,integra193,2021-07-27T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,NA,4,0,4,1,> 5 Years,NA,4,0,5,5,0,3,3,2,3,3,2,1,5,3,4,3,0,0,0.4,0.4,2.6,dd170943-dccd-46c4-94bf-5953c0cf8be9,NA,2,1,0,0.5,TRUE,2022-04-13T00:00:00Z,4.566666666666667,260,1.9666666666666672
integra,integra195,2021-07-25T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,NA,NA,4,3,5,5,3,2,5,2,5,2,2,1,5,3,4,3.4,0,0.1,0.6000000000000001,0.7000000000000001,2.6999999999999997,8ed6a02b-2495-4525-b8be-1c9b5eeaae3f,NA,2,1,0,0.5,TRUE,2022-04-14T00:00:00Z,4.1,263,1.4
integra,integra196,2021-07-27T00:00:00Z,maria esther gonzalez,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,NA,5,2,1 – 3 Years,NA,1,0,5,5,3,1,3,2,1,5,5,1,5,5,5,2.888888888888889,0,0.2,0,0.2,2.6888888888888887,335f8b71-e719-462a-9ddf-eed4f329d7b7,NA,2,1,0,0.5,TRUE,2022-04-13T00:00:00Z,3.4999999999999996,260,0.8111111111111109
integra,integra20,2021-07-26T00:00:00Z,mayra samaniego,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,NA,NA,1,< 1 Year,NA,5,3,5,5,3,3,5,2,5,5,3,1,1,1,1,3.3,0,0,0,0,3.3,c0ade03b-e448-423a-8f15-39c42aa9f82e,NA,3,1,0,0.3333333333333333,TRUE,2022-04-22T00:00:00Z,4.444444444444445,270,1.1444444444444448
integra,integra202,2021-10-19T00:00:00Z,gisel benavides,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,3,NA,NA,4,0,5,5,1,3,1,2,3,5,3,1,5,3,4,2.6666666666666665,0,0,0,0,2.6666666666666665,85927a52-da42-4ff9-b4cd-c48bc193a877,NA,2,1,0,0.5,TRUE,2022-04-19T00:00:00Z,3.8444444444444446,182,1.177777777777778
integra,integra208,2021-09-22T00:00:00Z,lorena iniguez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,NA,3,0,33,2,< 1 Year,2021-09-27T00:00:00Z,4,3,3,5,5,3,5,2,3,3,3,1,5,3,4,3.5,0.3,0,0.4,0.7,2.8,073403e1-8e9f-42ee-af78-5f471a22b938,NA,2,1,0,0.5,TRUE,2022-05-06T00:00:00Z,4.3999999999999995,226,1.5999999999999996
integra,integra23,2021-07-26T00:00:00Z,lorena iniguez,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,> 5 Years,NA,4,5,3,5,0,3,5,2,5,3,5,3,1,1,1,3.888888888888889,0.3,0,0.4,0.7,3.188888888888889,f0a7a2db-8b40-4c83-93de-495d76173113,NA,3,1,0,0.3333333333333333,TRUE,2022-04-21T00:00:00Z,4.7,269,1.511111111111111
integra,integra26,2021-07-26T00:00:00Z,mayra samaniego,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,NA,2,1,> 5 Years,NA,5,3,3,5,5,3,5,3,5,5,3,1,5,3,4,3.9,0.3,0,0,0.3,3.6,a4e5650c-209a-479d-b47e-3eda6a0bfdeb,NA,3,1,0,0.3333333333333333,TRUE,2022-04-21T00:00:00Z,4.6,269,0.9999999999999996
integra,integra287,2021-07-26T00:00:00Z,mayra samaniego,Femenino,Presencial,Ecuatoriana,Femenino,NA,NA,Cédula de identidad / ciudadanía,Español,NA,NA,1,1,> 5 Years,NA,5,0,5,0,3,2,3,2,5,5,5,1,1,3,2,3.25,0,0.1,0,0.1,3.15,c17cba7f-fad5-4282-892c-7e13d493f3b3,NA,3,1,0,0.3333333333333333,TRUE,2022-04-21T00:00:00Z,4.344444444444445,269,1.194444444444445
integra,integra288,2021-10-14T00:00:00Z,lorena iniguez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,NA,3,0,3,NA,< 1 Year,2019-10-20T00:00:00Z,4,3,3,5,5,3,3,2,1,5,3,1,1,3,2,2.9,0.3,0,0,0.3,2.6,96877799-7a2f-4c62-973b-c038a2cc853e,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,3.6,201,1
integra,integra291,2021-10-19T00:00:00Z,lorena iniguez,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,< 1 Year,2019-08-14T00:00:00Z,4,3,3,5,5,3,3,2,1,5,2,1,5,3,4,3,0.3,0,0,0.3,2.7,e28541d8-4962-40f9-bdbe-6d67d3c38cd7,NA,2,1,0,0.5,TRUE,2022-04-27T00:00:00Z,4.1,190,1.3999999999999995
integra,integra296,2021-07-25T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,2,0,2,2,1 – 3 Years,2019-01-18T00:00:00Z,4,5,5,3,0,3,3,2,5,5,5,1,5,3,4,3.5555555555555554,0,0,0,0,3.5555555555555554,89fc88ea-5660-4399-aada-bab27ce24ca0,NA,2,1,0,0.5,TRUE,2022-04-13T00:00:00Z,3.9,262,0.34444444444444455
integra,integra305,2021-07-22T00:00:00Z,mayra samaniego,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,2,NA,2,1,< 1 Year,2018-12-18T00:00:00Z,4,1,3,5,0,3,5,2,5,2,3,1,5,1,3,3.2222222222222223,0.3,0,0.6000000000000001,0.9000000000000001,2.322222222222222,cf942354-a315-4c9c-9e8e-9227e17c1550,NA,3,1,0,0.3333333333333333,TRUE,2022-04-20T00:00:00Z,3.9,272,1.577777777777778
integra,integra306,2021-11-22T00:00:00Z,lorena iniguez,Femenino,Presencial,Ecuatoriana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 – 3 Years,2019-08-18T00:00:00Z,4,1,3,5,5,2,3,4,5,5,3,1,5,3,4,3.5,0.3,0.1,0,0.4,3.1,ebc9ddbf-7c45-4874-9166-cd2d2369b9d4,NA,2,1,0,0.5,TRUE,2022-04-18T00:00:00Z,3.2,147,0.10000000000000009
integra,integra307,2021-07-23T00:00:00Z,marcia lorena iniguez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2018-01-18T00:00:00Z,3,5,3,5,0,3,3,2,3,3,3,1,5,3,4,3.2222222222222223,0.3,0,0.4,0.7,2.522222222222222,fef36407-fc7f-4a4d-a790-6b75fc0b5700,NA,2,1,0,0.5,TRUE,2022-01-05T00:00:00Z,3.1,166,0.577777777777778
integra,integra309,2021-07-23T00:00:00Z,juan flores,Masculino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,1 – 3 Years,2020-07-10T00:00:00Z,5,1,5,5,5,1,5,2,1,3,3,1,1,1,1,2.9,0,0.2,0.4,0.6000000000000001,2.3,4a179204-569b-4311-b329-3afa6b5679e6,NA,3,1,0,0.3333333333333333,TRUE,2022-04-19T00:00:00Z,4.4,270,2.1000000000000005
integra,integra311,2021-07-24T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,2,2,4,2,1 – 3 Years,2019-08-07T00:00:00Z,4,3,5,3,1,2,3,2,5,5,3,1,1,1,1,2.6,0,0.1,0,0.1,2.5,e921e47c-7a59-4a60-b287-848e3e7f0c9a,NA,2,1,0,0.5,TRUE,2022-04-13T00:00:00Z,3.4,263,0.8999999999999999
integra,integra316,2021-10-18T00:00:00Z,lorena iniguez,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,NA,Cédula de identidad / ciudadanía,NA,3,0,3,2,1 – 3 Years,2018-09-01T00:00:00Z,5,3,3,5,3,3,3,2,5,5,3,1,5,5,5,3.5,0.3,0,0,0.3,3.2,f19f67d6-d851-446c-aab8-86ded28964cd,NA,2,1,0,0.5,TRUE,2022-05-03T00:00:00Z,4.155555555555555,197,0.9555555555555548
integra,integra320,2021-10-12T00:00:00Z,lorena iniguez,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,NA,2,0,2,2,< 1 Year,2019-08-25T00:00:00Z,4,1,3,5,3,3,3,2,3,5,2,1,5,3,4,2.8,0.3,0,0,0.3,2.5,256a2505-a287-4bd2-866d-02781ec0d99f,NA,2,1,0,0.5,TRUE,2022-04-26T00:00:00Z,3.4,196,0.8999999999999999
integra,integra322,2021-07-22T00:00:00Z,janeth poma,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,0,1,1,< 1 Year,2020-03-01T00:00:00Z,5,3,5,5,0,3,5,3,5,3,3,1,5,1,3,3.6666666666666665,0,0,0.4,0.4,3.2666666666666666,c74200d2-b387-4d66-bdc1-8a1a2a3183ca,NA,2,1,0,0.5,TRUE,2022-01-05T00:00:00Z,3.6,167,0.3333333333333335
integra,integra33,2021-07-29T00:00:00Z,lorena iniguez,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,1,5,2,1 – 3 Years,2021-07-29T00:00:00Z,5,1,3,5,5,3,5,2,3,3,3,1,5,3,4,3.4,0.3,0,0.4,0.7,2.7,e8f7d518-c54d-4d90-80ce-acc9989e6be7,NA,3,1,0,0.3333333333333333,TRUE,2022-04-25T00:00:00Z,3.9,270,1.1999999999999997
integra,integra338,2021-07-26T00:00:00Z,maria esther gonzalez,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,3,2,3 – 5 Years,NA,1,0,5,0,3,3,3,1,1,3,5,1,5,5,5,2.5,0,0,0.4,0.4,2.1,6654e841-c04e-41c8-88e1-ebe4403ec73c,NA,2,1,0,0.5,TRUE,2022-04-13T00:00:00Z,4.6,261,2.4999999999999996
integra,integra339,2021-10-19T00:00:00Z,gisel benavides,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,NA,NA,4,0,5,0,0,3,3,2,5,5,3,1,1,5,3,3,0,0,0,0,3,2cbc8931-1d71-452c-841c-4803d666d3cd,NA,2,1,0,0.5,TRUE,2022-04-19T00:00:00Z,3.65,182,0.6499999999999999
integra,integra343,2021-07-25T00:00:00Z,mariuxi carranza,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,1 – 3 Years,NA,4,0,3,0,0,3,5,2,5,5,5,1,1,1,1,3.2857142857142856,0.3,0,0,0.3,2.9857142857142858,d3303e78-e837-4ce8-b9e1-b1ac9968e720,NA,2,1,0,0.5,TRUE,2022-04-16T00:00:00Z,3.8222222222222224,265,0.8365079365079366
integra,integra347,2021-07-23T00:00:00Z,isabel farez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,3,0,3,1,< 1 Year,2019-04-14T00:00:00Z,4,1,5,3,5,2,3,2,1,5,3,1,5,3,4,2.7,0,0.1,0,0.1,2.6,fff35257-f85a-444e-90c5-09afb88e9d34,NA,4,1,0,0.25,TRUE,2022-04-20T00:00:00Z,4,271,1.4
integra,integra352,2021-07-23T00:00:00Z,juan flores,Masculino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2021-02-13T00:00:00Z,4,3,5,3,5,3,3,2,1,2,3,1,1,5,3,2.8,0,0,0.6000000000000001,0.6000000000000001,2.1999999999999997,2f9df03e-13c2-4bea-8468-7c7f64015edf,NA,3,1,0,0.3333333333333333,TRUE,2022-04-22T00:00:00Z,4.2,273,2.0000000000000004
